order_number,date (OG),warehouse,client_type,product_line,quantity,unit_price,total,payment,payment_fee,date,year,month,date,months_name
C475,2021-08-27T00:00:00.000Z,Central,Retail,Electrical system,10,30.39,303.9,Cash,0,2021-08-27,2021,08,27,August
C476,2021-08-27T00:00:00.000Z,Central,Retail,Engine,5,59.14,295.72,Credit card,0.03,2021-08-27,2021,08,27,August
C477,2021-08-27T00:00:00.000Z,Central,Retail,Engine,10,64.64,646.45,Credit card,0.03,2021-08-27,2021,08,27,August
C478,2021-08-28T00:00:00.000Z,Central,Wholesale,Miscellaneous,8,28.9,231.2,Transfer,0.01,2021-08-28,2021,08,28,August
C479,2021-08-28T00:00:00.000Z,Central,Wholesale,Electrical system,32,28.76,920.37,Transfer,0.01,2021-08-28,2021,08,28,August
C480,2021-08-28T00:00:00.000Z,Central,Retail,Electrical system,9,32.87,295.83,Credit card,0.03,2021-08-28,2021,08,28,August
W1,2021-06-01T00:00:00.000Z,West,Retail,Electrical system,2,27.2,54.41,Credit card,0.03,2021-06-01,2021,06,01,June
W2,2021-06-01T00:00:00.000Z,West,Wholesale,Frame & body,40,39.5,1579.87,Transfer,0.01,2021-06-01,2021,06,01,June
W3,2021-06-02T00:00:00.000Z,West,Retail,Breaking system,2,24.97,49.94,Credit card,0.03,2021-06-02,2021,06,02,June
W4,2021-06-02T00:00:00.000Z,West,Retail,Frame & body,8,38.61,308.89,Credit card,0.03,2021-06-02,2021,06,02,June
W5,2021-06-03T00:00:00.000Z,West,Retail,Electrical system,2,20.19,40.37,Credit card,0.03,2021-06-03,2021,06,03,June
W6,2021-06-04T00:00:00.000Z,West,Retail,Electrical system,9,27.78,249.98,Credit card,0.03,2021-06-04,2021,06,04,June
W7,2021-06-05T00:00:00.000Z,West,Retail,Breaking system,6,12.9,77.38,Cash,0,2021-06-05,2021,06,05,June
W8,2021-06-05T00:00:00.000Z,West,Retail,Engine,7,63.15,442.04,Credit card,0.03,2021-06-05,2021,06,05,June
W9,2021-06-06T00:00:00.000Z,West,Retail,Miscellaneous,10,28.25,282.47,Credit card,0.03,2021-06-06,2021,06,06,June
W10,2021-06-07T00:00:00.000Z,West,Retail,Miscellaneous,3,17.87,53.61,Cash,0,2021-06-07,2021,06,07,June
W11,2021-06-08T00:00:00.000Z,West,Retail,Breaking system,1,10.46,10.46,Credit card,0.03,2021-06-08,2021,06,08,June
W12,2021-06-08T00:00:00.000Z,West,Retail,Breaking system,9,13.62,122.6,Credit card,0.03,2021-06-08,2021,06,08,June
W13,2021-06-08T00:00:00.000Z,West,Retail,Suspension & traction,4,32.56,130.25,Credit card,0.03,2021-06-08,2021,06,08,June
W14,2021-06-08T00:00:00.000Z,West,Wholesale,Suspension & traction,12,34.26,411.14,Transfer,0.01,2021-06-08,2021,06,08,June
W15,2021-06-08T00:00:00.000Z,West,Wholesale,Miscellaneous,12,17.39,208.62,Transfer,0.01,2021-06-08,2021,06,08,June
W16,2021-06-08T00:00:00.000Z,West,Wholesale,Breaking system,36,20.48,737.28,Transfer,0.01,2021-06-08,2021,06,08,June
W17,2021-06-08T00:00:00.000Z,West,Wholesale,Breaking system,28,16.98,475.49,Transfer,0.01,2021-06-08,2021,06,08,June
W18,2021-06-09T00:00:00.000Z,West,Retail,Frame & body,10,49.24,492.4,Credit card,0.03,2021-06-09,2021,06,09,June
W19,2021-06-09T00:00:00.000Z,West,Retail,Electrical system,7,32.73,229.1,Cash,0,2021-06-09,2021,06,09,June
W20,2021-06-10T00:00:00.000Z,West,Wholesale,Miscellaneous,36,21.75,782.94,Transfer,0.01,2021-06-10,2021,06,10,June
W21,2021-06-10T00:00:00.000Z,West,Retail,Frame & body,7,47.19,330.33,Credit card,0.03,2021-06-10,2021,06,10,June
W22,2021-06-11T00:00:00.000Z,West,Retail,Frame & body,2,47.86,95.72,Credit card,0.03,2021-06-11,2021,06,11,June
W23,2021-06-12T00:00:00.000Z,West,Wholesale,Frame & body,28,42.85,1199.89,Transfer,0.01,2021-06-12,2021,06,12,June
W24,2021-06-13T00:00:00.000Z,West,Retail,Miscellaneous,4,16.84,67.36,Credit card,0.03,2021-06-13,2021,06,13,June
W25,2021-06-14T00:00:00.000Z,West,Retail,Miscellaneous,4,18.63,74.51,Credit card,0.03,2021-06-14,2021,06,14,June
W26,2021-06-14T00:00:00.000Z,West,Retail,Suspension & traction,9,32.47,292.26,Credit card,0.03,2021-06-14,2021,06,14,June
W27,2021-06-15T00:00:00.000Z,West,Retail,Miscellaneous,5,16.24,81.2,Credit card,0.03,2021-06-15,2021,06,15,June
W28,2021-06-15T00:00:00.000Z,West,Retail,Suspension & traction,10,34.31,343.12,Credit card,0.03,2021-06-15,2021,06,15,June
W29,2021-06-18T00:00:00.000Z,West,Retail,Electrical system,1,23.24,23.24,Credit card,0.03,2021-06-18,2021,06,18,June
W30,2021-06-19T00:00:00.000Z,West,Retail,Frame & body,1,46.82,46.82,Credit card,0.03,2021-06-19,2021,06,19,June
W31,2021-06-19T00:00:00.000Z,West,Retail,Suspension & traction,4,34.35,137.42,Credit card,0.03,2021-06-19,2021,06,19,June
W32,2021-06-19T00:00:00.000Z,West,Retail,Miscellaneous,8,20.53,164.24,Credit card,0.03,2021-06-19,2021,06,19,June
W33,2021-06-19T00:00:00.000Z,West,Retail,Breaking system,4,18.26,73.06,Credit card,0.03,2021-06-19,2021,06,19,June
W34,2021-06-19T00:00:00.000Z,West,Wholesale,Suspension & traction,4,39.77,159.07,Transfer,0.01,2021-06-19,2021,06,19,June
W35,2021-06-20T00:00:00.000Z,West,Retail,Electrical system,7,27.35,191.43,Credit card,0.03,2021-06-20,2021,06,20,June
W36,2021-06-20T00:00:00.000Z,West,Retail,Breaking system,8,10.94,87.49,Credit card,0.03,2021-06-20,2021,06,20,June
W37,2021-06-20T00:00:00.000Z,West,Wholesale,Suspension & traction,32,39.88,1276,Transfer,0.01,2021-06-20,2021,06,20,June
W38,2021-06-21T00:00:00.000Z,West,Retail,Engine,6,66.53,399.19,Cash,0,2021-06-21,2021,06,21,June
W39,2021-06-21T00:00:00.000Z,West,Wholesale,Miscellaneous,4,24.83,99.32,Transfer,0.01,2021-06-21,2021,06,21,June
W40,2021-06-23T00:00:00.000Z,West,Retail,Electrical system,7,33.33,233.29,Credit card,0.03,2021-06-23,2021,06,23,June
W41,2021-06-23T00:00:00.000Z,West,Retail,Electrical system,3,30.68,92.02,Credit card,0.03,2021-06-23,2021,06,23,June
W42,2021-06-23T00:00:00.000Z,West,Wholesale,Suspension & traction,16,32.9,526.35,Transfer,0.01,2021-06-23,2021,06,23,June
W43,2021-06-23T00:00:00.000Z,West,Retail,Frame & body,10,48.3,483,Cash,0,2021-06-23,2021,06,23,June
W44,2021-06-23T00:00:00.000Z,West,Retail,Breaking system,8,11.54,92.33,Credit card,0.03,2021-06-23,2021,06,23,June
W45,2021-06-24T00:00:00.000Z,West,Retail,Suspension & traction,3,39.29,117.86,Cash,0,2021-06-24,2021,06,24,June
W46,2021-06-24T00:00:00.000Z,West,Retail,Suspension & traction,1,35.15,35.15,Cash,0,2021-06-24,2021,06,24,June
W47,2021-06-25T00:00:00.000Z,West,Retail,Breaking system,1,10.9,10.9,Credit card,0.03,2021-06-25,2021,06,25,June
W48,2021-06-25T00:00:00.000Z,West,Retail,Breaking system,3,22.48,67.44,Credit card,0.03,2021-06-25,2021,06,25,June
W49,2021-06-25T00:00:00.000Z,West,Retail,Frame & body,9,45.03,405.28,Cash,0,2021-06-25,2021,06,25,June
W50,2021-06-25T00:00:00.000Z,West,Retail,Engine,8,55.72,445.75,Credit card,0.03,2021-06-25,2021,06,25,June
W51,2021-06-26T00:00:00.000Z,West,Retail,Breaking system,1,19.16,19.16,Credit card,0.03,2021-06-26,2021,06,26,June
W52,2021-06-26T00:00:00.000Z,West,Retail,Breaking system,5,14.48,72.38,Credit card,0.03,2021-06-26,2021,06,26,June
W53,2021-06-26T00:00:00.000Z,West,Retail,Frame & body,10,40.81,408.1,Cash,0,2021-06-26,2021,06,26,June
W54,2021-06-27T00:00:00.000Z,West,Retail,Miscellaneous,6,28.37,170.24,Credit card,0.03,2021-06-27,2021,06,27,June
W55,2021-06-27T00:00:00.000Z,West,Retail,Suspension & traction,7,29.04,203.28,Credit card,0.03,2021-06-27,2021,06,27,June
W56,2021-06-27T00:00:00.000Z,West,Retail,Suspension & traction,2,36.57,73.13,Credit card,0.03,2021-06-27,2021,06,27,June
W57,2021-06-28T00:00:00.000Z,West,Retail,Electrical system,6,19.79,118.77,Credit card,0.03,2021-06-28,2021,06,28,June
W58,2021-06-28T00:00:00.000Z,West,Retail,Frame & body,8,46.83,374.63,Credit card,0.03,2021-06-28,2021,06,28,June
W59,2021-06-29T00:00:00.000Z,West,Retail,Breaking system,6,15.35,92.08,Credit card,0.03,2021-06-29,2021,06,29,June
W60,2021-06-29T00:00:00.000Z,West,Retail,Electrical system,10,26.46,264.6,Credit card,0.03,2021-06-29,2021,06,29,June
W61,2021-06-29T00:00:00.000Z,West,Retail,Frame & body,6,36.52,219.15,Credit card,0.03,2021-06-29,2021,06,29,June
W62,2021-06-30T00:00:00.000Z,West,Retail,Frame & body,1,37.06,37.06,Credit card,0.03,2021-06-30,2021,06,30,June
W63,2021-06-30T00:00:00.000Z,West,Wholesale,Miscellaneous,40,29.75,1190.13,Transfer,0.01,2021-06-30,2021,06,30,June
W64,2021-06-30T00:00:00.000Z,West,Retail,Miscellaneous,5,29.5,147.52,Credit card,0.03,2021-06-30,2021,06,30,June
W65,2021-06-30T00:00:00.000Z,West,Retail,Frame & body,2,46.07,92.13,Cash,0,2021-06-30,2021,06,30,June
W66,2021-07-01T00:00:00.000Z,West,Wholesale,Suspension & traction,16,31.18,498.83,Transfer,0.01,2021-07-01,2021,07,01,July
W67,2021-07-01T00:00:00.000Z,West,Wholesale,Breaking system,32,24.78,793.07,Transfer,0.01,2021-07-01,2021,07,01,July
W68,2021-07-01T00:00:00.000Z,West,Retail,Frame & body,9,37.29,335.62,Credit card,0.03,2021-07-01,2021,07,01,July
W69,2021-07-02T00:00:00.000Z,West,Wholesale,Suspension & traction,36,38.47,1384.74,Transfer,0.01,2021-07-02,2021,07,02,July
W70,2021-07-02T00:00:00.000Z,West,Retail,Breaking system,6,22.91,137.48,Credit card,0.03,2021-07-02,2021,07,02,July
W71,2021-07-03T00:00:00.000Z,West,Retail,Miscellaneous,8,24.33,194.63,Credit card,0.03,2021-07-03,2021,07,03,July
W72,2021-07-03T00:00:00.000Z,West,Retail,Electrical system,6,22.58,135.49,Credit card,0.03,2021-07-03,2021,07,03,July
W73,2021-07-03T00:00:00.000Z,West,Retail,Miscellaneous,1,19.74,19.74,Credit card,0.03,2021-07-03,2021,07,03,July
W74,2021-07-03T00:00:00.000Z,West,Retail,Breaking system,4,24.24,96.95,Cash,0,2021-07-03,2021,07,03,July
W75,2021-07-04T00:00:00.000Z,West,Retail,Frame & body,10,41.56,415.55,Credit card,0.03,2021-07-04,2021,07,04,July
W76,2021-07-04T00:00:00.000Z,West,Retail,Frame & body,4,45.66,182.63,Cash,0,2021-07-04,2021,07,04,July
W77,2021-07-05T00:00:00.000Z,West,Retail,Electrical system,9,18.97,170.77,Credit card,0.03,2021-07-05,2021,07,05,July
W78,2021-07-05T00:00:00.000Z,West,Wholesale,Suspension & traction,4,27.33,109.32,Transfer,0.01,2021-07-05,2021,07,05,July
W79,2021-07-06T00:00:00.000Z,West,Retail,Electrical system,10,28.1,281,Credit card,0.03,2021-07-06,2021,07,06,July
W80,2021-07-06T00:00:00.000Z,West,Retail,Engine,3,66.37,199.1,Credit card,0.03,2021-07-06,2021,07,06,July
W81,2021-07-07T00:00:00.000Z,West,Retail,Miscellaneous,1,22.07,22.07,Credit card,0.03,2021-07-07,2021,07,07,July
W82,2021-07-07T00:00:00.000Z,West,Retail,Electrical system,1,31.62,31.62,Credit card,0.03,2021-07-07,2021,07,07,July
W83,2021-07-08T00:00:00.000Z,West,Retail,Electrical system,8,23.48,187.81,Credit card,0.03,2021-07-08,2021,07,08,July
W84,2021-07-09T00:00:00.000Z,West,Retail,Frame & body,5,44.16,220.81,Credit card,0.03,2021-07-09,2021,07,09,July
W85,2021-07-09T00:00:00.000Z,West,Wholesale,Breaking system,40,24.53,981.4,Transfer,0.01,2021-07-09,2021,07,09,July
W86,2021-07-10T00:00:00.000Z,West,Retail,Engine,10,64.1,641.02,Credit card,0.03,2021-07-10,2021,07,10,July
W87,2021-07-10T00:00:00.000Z,West,Retail,Suspension & traction,6,27.08,162.45,Credit card,0.03,2021-07-10,2021,07,10,July
W88,2021-07-10T00:00:00.000Z,West,Retail,Breaking system,7,19.04,133.3,Credit card,0.03,2021-07-10,2021,07,10,July
W89,2021-07-11T00:00:00.000Z,West,Wholesale,Breaking system,28,20.56,575.77,Transfer,0.01,2021-07-11,2021,07,11,July
W90,2021-07-11T00:00:00.000Z,West,Retail,Electrical system,2,22.24,44.49,Credit card,0.03,2021-07-11,2021,07,11,July
W91,2021-07-12T00:00:00.000Z,West,Wholesale,Suspension & traction,20,39.45,788.97,Transfer,0.01,2021-07-12,2021,07,12,July
W92,2021-07-12T00:00:00.000Z,West,Retail,Breaking system,10,18.69,186.87,Cash,0,2021-07-12,2021,07,12,July
W93,2021-07-12T00:00:00.000Z,West,Retail,Breaking system,10,23.2,232,Credit card,0.03,2021-07-12,2021,07,12,July
W94,2021-07-13T00:00:00.000Z,West,Wholesale,Breaking system,4,17.06,68.23,Transfer,0.01,2021-07-13,2021,07,13,July
W95,2021-07-14T00:00:00.000Z,West,Wholesale,Breaking system,8,23.83,190.64,Transfer,0.01,2021-07-14,2021,07,14,July
W96,2021-07-15T00:00:00.000Z,West,Wholesale,Miscellaneous,8,29.9,239.16,Transfer,0.01,2021-07-15,2021,07,15,July
W97,2021-07-15T00:00:00.000Z,West,Retail,Engine,2,59.72,119.44,Credit card,0.03,2021-07-15,2021,07,15,July
W98,2021-07-16T00:00:00.000Z,West,Retail,Electrical system,8,22.27,178.19,Credit card,0.03,2021-07-16,2021,07,16,July
W99,2021-07-16T00:00:00.000Z,West,Wholesale,Breaking system,12,21.75,260.96,Transfer,0.01,2021-07-16,2021,07,16,July
W100,2021-07-16T00:00:00.000Z,West,Retail,Suspension & traction,1,41.47,41.47,Credit card,0.03,2021-07-16,2021,07,16,July
W101,2021-07-16T00:00:00.000Z,West,Retail,Electrical system,10,22.13,221.33,Credit card,0.03,2021-07-16,2021,07,16,July
W102,2021-07-16T00:00:00.000Z,West,Wholesale,Electrical system,16,28.09,449.47,Transfer,0.01,2021-07-16,2021,07,16,July
W103,2021-07-16T00:00:00.000Z,West,Retail,Frame & body,3,37.46,112.37,Credit card,0.03,2021-07-16,2021,07,16,July
W104,2021-07-17T00:00:00.000Z,West,Retail,Breaking system,7,24.63,172.42,Credit card,0.03,2021-07-17,2021,07,17,July
W105,2021-07-17T00:00:00.000Z,West,Retail,Electrical system,6,24.62,147.71,Cash,0,2021-07-17,2021,07,17,July
W106,2021-07-18T00:00:00.000Z,West,Wholesale,Miscellaneous,20,25.23,504.63,Transfer,0.01,2021-07-18,2021,07,18,July
W107,2021-07-18T00:00:00.000Z,West,Retail,Frame & body,7,44.66,312.65,Cash,0,2021-07-18,2021,07,18,July
W108,2021-07-19T00:00:00.000Z,West,Retail,Breaking system,3,23.37,70.11,Cash,0,2021-07-19,2021,07,19,July
W109,2021-07-20T00:00:00.000Z,West,Retail,Engine,8,53.63,429.07,Credit card,0.03,2021-07-20,2021,07,20,July
W110,2021-07-21T00:00:00.000Z,West,Wholesale,Suspension & traction,4,39.38,157.51,Transfer,0.01,2021-07-21,2021,07,21,July
W111,2021-07-22T00:00:00.000Z,West,Retail,Breaking system,1,10.42,10.42,Credit card,0.03,2021-07-22,2021,07,22,July
W112,2021-07-22T00:00:00.000Z,West,Retail,Engine,5,63.94,319.72,Credit card,0.03,2021-07-22,2021,07,22,July
W113,2021-07-22T00:00:00.000Z,West,Retail,Frame & body,2,49.8,99.6,Credit card,0.03,2021-07-22,2021,07,22,July
W114,2021-07-23T00:00:00.000Z,West,Retail,Frame & body,7,49.25,344.74,Credit card,0.03,2021-07-23,2021,07,23,July
W115,2021-07-24T00:00:00.000Z,West,Retail,Miscellaneous,4,26.73,106.91,Cash,0,2021-07-24,2021,07,24,July
W116,2021-07-24T00:00:00.000Z,West,Retail,Miscellaneous,1,19.32,19.32,Credit card,0.03,2021-07-24,2021,07,24,July
W117,2021-07-24T00:00:00.000Z,West,Retail,Frame & body,7,43.06,301.46,Credit card,0.03,2021-07-24,2021,07,24,July
W118,2021-07-25T00:00:00.000Z,West,Retail,Electrical system,5,18.36,91.8,Cash,0,2021-07-25,2021,07,25,July
W119,2021-07-26T00:00:00.000Z,West,Retail,Electrical system,5,31.01,155.03,Credit card,0.03,2021-07-26,2021,07,26,July
W120,2021-07-27T00:00:00.000Z,West,Retail,Breaking system,9,12.16,109.4,Credit card,0.03,2021-07-27,2021,07,27,July
W121,2021-07-28T00:00:00.000Z,West,Retail,Suspension & traction,1,41.62,41.62,Credit card,0.03,2021-07-28,2021,07,28,July
W122,2021-07-28T00:00:00.000Z,West,Retail,Miscellaneous,8,29.08,232.63,Cash,0,2021-07-28,2021,07,28,July
W123,2021-07-28T00:00:00.000Z,West,Retail,Engine,7,64.31,450.18,Credit card,0.03,2021-07-28,2021,07,28,July
W124,2021-07-29T00:00:00.000Z,West,Wholesale,Breaking system,8,23.87,190.93,Transfer,0.01,2021-07-29,2021,07,29,July
W125,2021-07-30T00:00:00.000Z,West,Wholesale,Miscellaneous,16,25.82,413.04,Transfer,0.01,2021-07-30,2021,07,30,July
W126,2021-07-31T00:00:00.000Z,West,Retail,Frame & body,7,45.66,319.64,Credit card,0.03,2021-07-31,2021,07,31,July
W127,2021-07-31T00:00:00.000Z,West,Retail,Frame & body,2,35.73,71.46,Credit card,0.03,2021-07-31,2021,07,31,July
W128,2021-07-31T00:00:00.000Z,West,Retail,Breaking system,3,12.84,38.51,Credit card,0.03,2021-07-31,2021,07,31,July
W129,2021-08-01T00:00:00.000Z,West,Wholesale,Electrical system,32,21.7,694.4,Transfer,0.01,2021-08-01,2021,08,01,August
W130,2021-08-01T00:00:00.000Z,West,Retail,Electrical system,5,25.32,126.6,Credit card,0.03,2021-08-01,2021,08,01,August
W131,2021-08-01T00:00:00.000Z,West,Retail,Suspension & traction,8,28.48,227.8,Credit card,0.03,2021-08-01,2021,08,01,August
W132,2021-08-01T00:00:00.000Z,West,Retail,Suspension & traction,8,32.34,258.68,Cash,0,2021-08-01,2021,08,01,August
W133,2021-08-01T00:00:00.000Z,West,Retail,Electrical system,6,24.42,146.53,Cash,0,2021-08-01,2021,08,01,August
W134,2021-08-03T00:00:00.000Z,West,Wholesale,Suspension & traction,40,27.02,1080.8,Transfer,0.01,2021-08-03,2021,08,03,August
W135,2021-08-03T00:00:00.000Z,West,Retail,Frame & body,7,47.18,330.24,Credit card,0.03,2021-08-03,2021,08,03,August
W136,2021-08-04T00:00:00.000Z,West,Retail,Suspension & traction,1,31.17,31.17,Credit card,0.03,2021-08-04,2021,08,04,August
W137,2021-08-06T00:00:00.000Z,West,Retail,Electrical system,6,24.38,146.26,Credit card,0.03,2021-08-06,2021,08,06,August
W138,2021-08-06T00:00:00.000Z,West,Retail,Electrical system,5,19.21,96.07,Credit card,0.03,2021-08-06,2021,08,06,August
W139,2021-08-07T00:00:00.000Z,West,Wholesale,Breaking system,36,24.83,893.82,Transfer,0.01,2021-08-07,2021,08,07,August
W140,2021-08-07T00:00:00.000Z,West,Retail,Suspension & traction,6,37.65,225.91,Credit card,0.03,2021-08-07,2021,08,07,August
W141,2021-08-07T00:00:00.000Z,West,Wholesale,Frame & body,20,41.48,829.7,Transfer,0.01,2021-08-07,2021,08,07,August
W142,2021-08-08T00:00:00.000Z,West,Retail,Breaking system,3,15.96,47.87,Credit card,0.03,2021-08-08,2021,08,08,August
W143,2021-08-09T00:00:00.000Z,West,Retail,Electrical system,7,21.61,151.28,Credit card,0.03,2021-08-09,2021,08,09,August
W144,2021-08-10T00:00:00.000Z,West,Wholesale,Breaking system,16,24.04,384.69,Transfer,0.01,2021-08-10,2021,08,10,August
W145,2021-08-10T00:00:00.000Z,West,Retail,Miscellaneous,7,22.51,157.55,Credit card,0.03,2021-08-10,2021,08,10,August
W146,2021-08-10T00:00:00.000Z,West,Retail,Electrical system,6,21.77,130.61,Credit card,0.03,2021-08-10,2021,08,10,August
W147,2021-08-11T00:00:00.000Z,West,Retail,Breaking system,8,10.36,82.92,Credit card,0.03,2021-08-11,2021,08,11,August
W148,2021-08-11T00:00:00.000Z,West,Retail,Breaking system,1,17.75,17.75,Credit card,0.03,2021-08-11,2021,08,11,August
W149,2021-08-12T00:00:00.000Z,West,Retail,Suspension & traction,7,29.64,207.49,Credit card,0.03,2021-08-12,2021,08,12,August
W150,2021-08-12T00:00:00.000Z,West,Retail,Electrical system,5,31.32,156.59,Credit card,0.03,2021-08-12,2021,08,12,August
W151,2021-08-12T00:00:00.000Z,West,Retail,Breaking system,10,21.26,212.6,Credit card,0.03,2021-08-12,2021,08,12,August
W152,2021-08-14T00:00:00.000Z,West,Retail,Breaking system,4,24.54,98.17,Credit card,0.03,2021-08-14,2021,08,14,August
W153,2021-08-14T00:00:00.000Z,West,Wholesale,Electrical system,8,19.23,153.83,Transfer,0.01,2021-08-14,2021,08,14,August
W154,2021-08-15T00:00:00.000Z,West,Retail,Miscellaneous,1,17.1,17.1,Credit card,0.03,2021-08-15,2021,08,15,August
W155,2021-08-16T00:00:00.000Z,West,Retail,Suspension & traction,10,29.76,297.55,Credit card,0.03,2021-08-16,2021,08,16,August
W156,2021-08-16T00:00:00.000Z,West,Wholesale,Breaking system,4,23.66,94.65,Transfer,0.01,2021-08-16,2021,08,16,August
W157,2021-08-17T00:00:00.000Z,West,Retail,Breaking system,10,22.1,221.05,Credit card,0.03,2021-08-17,2021,08,17,August
W158,2021-08-17T00:00:00.000Z,West,Retail,Frame & body,9,49.87,448.86,Credit card,0.03,2021-08-17,2021,08,17,August
W159,2021-08-17T00:00:00.000Z,West,Retail,Electrical system,4,27.69,110.76,Credit card,0.03,2021-08-17,2021,08,17,August
W160,2021-08-17T00:00:00.000Z,West,Retail,Suspension & traction,4,37.59,150.35,Credit card,0.03,2021-08-17,2021,08,17,August
W161,2021-08-18T00:00:00.000Z,West,Retail,Suspension & traction,6,38.86,233.17,Credit card,0.03,2021-08-18,2021,08,18,August
W162,2021-08-18T00:00:00.000Z,West,Retail,Frame & body,5,37.54,187.71,Credit card,0.03,2021-08-18,2021,08,18,August
W163,2021-08-18T00:00:00.000Z,West,Wholesale,Breaking system,40,20.16,806.6,Transfer,0.01,2021-08-18,2021,08,18,August
W164,2021-08-19T00:00:00.000Z,West,Retail,Breaking system,6,17.88,107.29,Credit card,0.03,2021-08-19,2021,08,19,August
W165,2021-08-21T00:00:00.000Z,West,Retail,Suspension & traction,7,38.53,269.73,Credit card,0.03,2021-08-21,2021,08,21,August
W166,2021-08-21T00:00:00.000Z,West,Retail,Breaking system,7,19.57,136.96,Cash,0,2021-08-21,2021,08,21,August
W167,2021-08-21T00:00:00.000Z,West,Retail,Suspension & traction,7,34.27,239.88,Credit card,0.03,2021-08-21,2021,08,21,August
W168,2021-08-22T00:00:00.000Z,West,Retail,Suspension & traction,1,37.48,37.48,Credit card,0.03,2021-08-22,2021,08,22,August
W169,2021-08-23T00:00:00.000Z,West,Retail,Electrical system,7,30.9,216.29,Credit card,0.03,2021-08-23,2021,08,23,August
W170,2021-08-23T00:00:00.000Z,West,Retail,Miscellaneous,6,19.9,119.43,Credit card,0.03,2021-08-23,2021,08,23,August
W171,2021-08-24T00:00:00.000Z,West,Retail,Suspension & traction,2,39.04,78.08,Cash,0,2021-08-24,2021,08,24,August
W172,2021-08-24T00:00:00.000Z,West,Retail,Miscellaneous,9,16.05,144.46,Credit card,0.03,2021-08-24,2021,08,24,August
W173,2021-08-24T00:00:00.000Z,West,Retail,Breaking system,1,16.45,16.45,Credit card,0.03,2021-08-24,2021,08,24,August
W174,2021-08-25T00:00:00.000Z,West,Retail,Breaking system,9,24.97,224.73,Credit card,0.03,2021-08-25,2021,08,25,August
W175,2021-08-26T00:00:00.000Z,West,Retail,Breaking system,4,16.63,66.53,Cash,0,2021-08-26,2021,08,26,August
W176,2021-08-27T00:00:00.000Z,West,Retail,Electrical system,4,21.47,85.89,Credit card,0.03,2021-08-27,2021,08,27,August
W177,2021-08-28T00:00:00.000Z,West,Wholesale,Miscellaneous,32,25.42,813.44,Transfer,0.01,2021-08-28,2021,08,28,August
W178,2021-08-28T00:00:00.000Z,West,Retail,Electrical system,6,28.37,170.21,Credit card,0.03,2021-08-28,2021,08,28,August
W179,2021-08-28T00:00:00.000Z,West,Wholesale,Breaking system,32,10.03,320.96,Transfer,0.01,2021-08-28,2021,08,28,August
W180,2021-08-28T00:00:00.000Z,West,Wholesale,Electrical system,12,32.8,393.64,Transfer,0.01,2021-08-28,2021,08,28,August
